id,title,body,category,priority,title_length,body_length,text,text_clean,len_words_raw,len_words_clean,split
407,Link rotto: impossibile scaricare scheda tecnica portale,"Curiosità del cliente Versace, Cammarata e Petrocelli Group su roadmap futura Ssitema Gestionale. Chiede se prevediamo evoluzioni tra 2-3 anni. Informazione puramente speculativa, nessuna vendita in corso. Rispondere con note generiche di visione aziendale.",Commerciale,media,56,257,"Link rotto: impossibile scaricare scheda tecnica portale Curiosità del cliente Versace, Cammarata e Petrocelli Group su roadmap futura Ssitema Gestionale. Chiede se prevediamo evoluzioni tra 2-3 anni. Informazione puramente speculativa, nessuna vendita in corso. Rispondere con note generiche di visione aziendale.",link rotto impossibile scaricare scheda tecnica portale curiosità del cliente versace cammarata e petrocelli group su roadmap futura ssitema gestionale chiede se prevediamo evoluzioni tra 2 3 anni informazione puramente speculativa nessuna vendita in corso rispondere con note generiche di visione aziendale,41,42,test
408,Lead: interesse generico Boiardo s.r.l. importo - login fallito per scadenza,"Richiesta ivnio materiale informativo standard Linea Pro. Il cliente non ha progetti attivi, vuole solo tenere aggiornato il proprio archivio. Inviare PDF generico quando disponibile. Nessuan opportunità commerciale aperta.r",Commerciale,bassa,76,224,"Lead: interesse generico Boiardo s.r.l. importo - login fallito per scadenza Richiesta ivnio materiale informativo standard Linea Pro. Il cliente non ha progetti attivi, vuole solo tenere aggiornato il proprio archivio. Inviare PDF generico quando disponibile. Nessuan opportunità commerciale aperta.r",lead interesse generico boiardo s r l importo login fallito per scadenza richiesta ivnio materiale informativo standard linea pro il cliente non ha progetti attivi vuole solo tenere aggiornato il proprio archivio inviare pdf generico quando disponibile nessuan opportunità commerciale aperta r,40,42,train
409,Check: anagrafica campagna futura con suggerimento,"Anomalia nel carrello e-commerce per cliente Borghese, Donatoni e Canil Group. Aggiungendo 10 unità di Sistema Gestionale, il totale non si aggiorna correttamente. Il cliente non riesce a chiudere l'ordine in autonomia. Necessario supporto per inserimento manuale dell'ordine entro oggi.",Commerciale,alta,50,287,"Check: anagrafica campagna futura con suggerimento Anomalia nel carrello e-commerce per cliente Borghese, Donatoni e Canil Group. Aggiungendo 10 unità di Sistema Gestionale, il totale non si aggiorna correttamente. Il cliente non riesce a chiudere l'ordine in autonomia. Necessario supporto per inserimento manuale dell'ordine entro oggi.",check anagrafica campagna futura con suggerimento anomalia nel carrello e commerce per cliente borghese donatoni e canil group aggiungendo 10 unità di sistema gestionale il totale non si aggiorna correttamente il cliente non riesce a chiudere l ordine in autonomia necessario supporto per inserimento manuale dell ordine entro oggi,46,49,train
410,Listino errato: cliente vede prezzi pubblici invece di riservati,"Il CRM non sincronizza le email inviate al cliente Mascheroni-Solari SPA. Perdo traccia della conversazoine commerciale. Outlook funziona, ma il plugin CRM dà errore di connessione intermittente. Rende difficile la collaborazione con i colleghi sul conto. con pagamento per timeout - importo",Commerciale,media,64,291,"Listino errato: cliente vede prezzi pubblici invece di riservati Il CRM non sincronizza le email inviate al cliente Mascheroni-Solari SPA. Perdo traccia della conversazoine commerciale. Outlook funziona, ma il plugin CRM dà errore di connessione intermittente. Rende difficile la collaborazione con i colleghi sul conto. con pagamento per timeout - importo",listino errato cliente vede prezzi pubblici invece di riservati il crm non sincronizza le email inviate al cliente mascheroni solari spa perdo traccia della conversazoine commerciale outlook funziona ma il plugin crm dà errore di connessione intermittente rende difficile la collaborazione con i colleghi sul conto con pagamento per timeout importo,51,51,train
411,Data entry: prospect (no urgenza) - login fallito pagamento,Impossibile scaricare la scheda tecnica aggiornata dal portale partner. Link rotto o fiel mancante per il prodotto ERP. Il cliente aspetta le specifiche per validare il progetto. Inviateim il file corretto via email per favore.,Commerciale,media,59,227,Data entry: prospect (no urgenza) - login fallito pagamento Impossibile scaricare la scheda tecnica aggiornata dal portale partner. Link rotto o fiel mancante per il prodotto ERP. Il cliente aspetta le specifiche per validare il progetto. Inviateim il file corretto via email per favore.,data entry prospect no urgenza login fallito pagamento impossibile scaricare la scheda tecnica aggiornata dal portale partner link rotto o fiel mancante per il prodotto erp il cliente aspetta le specifiche per validare il progetto inviateim il file corretto via email per favore,44,43,train
412,Info: brochure standard Linea Pro,"Curiosità del cliente Ostinelli Group su roadmap futura CRM. Chiede se prevediamo evoluzioni tra 2-3 anni. Informazioen puramente speculativa, nessuna vendita in corso. Rispondere con note generiche di visione zaiendale.",Commerciale,bassa,33,220,"Info: brochure standard Linea Pro Curiosità del cliente Ostinelli Group su roadmap futura CRM. Chiede se prevediamo evoluzioni tra 2-3 anni. Informazioen puramente speculativa, nessuna vendita in corso. Rispondere con note generiche di visione zaiendale.",info brochure standard linea pro curiosità del cliente ostinelli group su roadmap futura crm chiede se prevediamo evoluzioni tra 2 3 anni informazioen puramente speculativa nessuna vendita in corso rispondere con note generiche di visione zaiendale,35,36,test
413,Errore provvigioni: calcolo zero su vendite mese (da correggere) con timeout per timeout - scadenza,"Errore critical durante conferma ordine ORD-33287 per cliente Ariasso, Cavalcanti e Perini Group. sys. genera ""502"" non completando transazione. Ordine include 10 unità CRM consegna 2010-11-11. Cliente già effettuato bonifico 1157.26 ma impossibile confermare senza completare inserimento magazzino. Blocco operativo critico.",Commerciale,alta,99,325,"Errore provvigioni: calcolo zero su vendite mese (da correggere) con timeout per timeout - scadenza Errore critical durante conferma ordine ORD-33287 per cliente Ariasso, Cavalcanti e Perini Group. sys. genera ""502"" non completando transazione. Ordine include 10 unità CRM consegna 2010-11-11. Cliente già effettuato bonifico 1157.26 ma impossibile confermare senza completare inserimento magazzino. Blocco operativo critico.",errore provvigioni calcolo zero su vendite mese da correggere con timeout per timeout scadenza errore critical durante conferma ordine ord 33287 per cliente ariasso cavalcanti e perini group sys genera 502 non completando transazione ordine include 10 unità crm consegna 2010 11 11 cliente già effettuato bonifico 1157 26 ma impossibile confermare senza completare inserimento magazzino blocco operativo critico,56,59,train
414,Check: anagrafica campagna futura,"Il CRM non sincronizza le email inviate al cliente Travaglio, Pirandello e Pace Group. Perdo traccia della conversazione commerciale. Outlook funziona, ma il plugin CRM dà errore di connessione intermittente. Rende difficile la collaborazione con i colleghi sul conto. pagamento - importo",Commerciale,media,33,288,"Check: anagrafica campagna futura Il CRM non sincronizza le email inviate al cliente Travaglio, Pirandello e Pace Group. Perdo traccia della conversazione commerciale. Outlook funziona, ma il plugin CRM dà errore di connessione intermittente. Rende difficile la collaborazione con i colleghi sul conto. pagamento - importo",check anagrafica campagna futura il crm non sincronizza le email inviate al cliente travaglio pirandello e pace group perdo traccia della conversazione commerciale outlook funziona ma il plugin crm dà errore di connessione intermittente rende difficile la collaborazione con i colleghi sul conto pagamento importo,46,45,train
415,Archivio: datasheet storico Sistema Gestionale,"Mancata visibilità dello storico ordini per il cliente Cipolla-Bonaventura e figli. Devo preparare un'offerta basata sui consumi dell'anno scorso, ma la lista è vuota. I dati ci sono (visti settimana scorsa). pb di visualizzazione che mi impedisce di fare un'offerta precisa.",Commerciale,bassa,46,275,"Archivio: datasheet storico Sistema Gestionale Mancata visibilità dello storico ordini per il cliente Cipolla-Bonaventura e figli. Devo preparare un'offerta basata sui consumi dell'anno scorso, ma la lista è vuota. I dati ci sono (visti settimana scorsa). pb di visualizzazione che mi impedisce di fare un'offerta precisa.",archivio datasheet storico sistema gestionale mancata visibilità dello storico ordini per il cliente cipolla bonaventura e figli devo preparare un offerta basata sui consumi dell anno scorso ma la lista è vuota i dati ci sono visti settimana scorsa pb di visualizzazione che mi impedisce di fare un offerta precisa,46,50,train
416,ASAP: Cliente Delle SPA impossibilitato completare ordine su portale,"Ricerca prodotti nel catalogo digitale non restituisce risultati per codici parziali. Bisogna digitare il codice esatto, rallentando la ricerca durante le visite. I clienti si spazientiscono. Ripristinare ricerca 'wildcard' (es. *123*)., problema su blocco con login fallito",Commerciale,media,68,274,"ASAP: Cliente Delle SPA impossibilitato completare ordine su portale Ricerca prodotti nel catalogo digitale non restituisce risultati per codici parziali. Bisogna digitare il codice esatto, rallentando la ricerca durante le visite. I clienti si spazientiscono. Ripristinare ricerca 'wildcard' (es. *123*)., problema su blocco con login fallito",asap cliente delle spa impossibilitato completare ordine su portale ricerca prodotti nel catalogo digitale non restituisce risultati per codici parziali bisogna digitare il codice esatto rallentando la ricerca durante le visite i clienti si spazientiscono ripristinare ricerca wildcard es 123 problema su blocco con login fallito,46,46,train
417,Generatore PDF lento: 5 minuti per un preventivo (imbarazzante),Richiesta scheda tecnica storica di un prodotto fuori produzione da 10 anni. Cliente vuole solo confrontare i dati vecchi con i nuovi per curiosità. Crecare negli archivi cartacei o backup quanod c'è tempo. Nessun valore commerciale attuale.,Commerciale,media,63,241,Generatore PDF lento: 5 minuti per un preventivo (imbarazzante) Richiesta scheda tecnica storica di un prodotto fuori produzione da 10 anni. Cliente vuole solo confrontare i dati vecchi con i nuovi per curiosità. Crecare negli archivi cartacei o backup quanod c'è tempo. Nessun valore commerciale attuale.,generatore pdf lento 5 minuti per un preventivo imbarazzante richiesta scheda tecnica storica di un prodotto fuori produzione da 10 anni cliente vuole solo confrontare i dati vecchi con i nuovi per curiosità crecare negli archivi cartacei o backup quanod c è tempo nessun valore commerciale attuale,46,47,train
418,"ASAP: Cliente Papafava, Cipolla e Niggli e figli impossibilitato completare ordine su portale","Doppia anagrafica rilevata per il cliente Papafava, Cipolla e Niggli e figli. Il sys. non mi lascia unificare i due record perché hanno ordini aperti. Si rischia di spedire la merce all'indirizzo sbagliato (quello vecchio). Richiesta fusione anagrafiche assistita.",Commerciale,media,93,264,"ASAP: Cliente Papafava, Cipolla e Niggli e figli impossibilitato completare ordine su portale Doppia anagrafica rilevata per il cliente Papafava, Cipolla e Niggli e figli. Il sys. non mi lascia unificare i due record perché hanno ordini aperti. Si rischia di spedire la merce all'indirizzo sbagliato (quello vecchio). Richiesta fusione anagrafiche assistita.",asap cliente papafava cipolla e niggli e figli impossibilitato completare ordine su portale doppia anagrafica rilevata per il cliente papafava cipolla e niggli e figli il sys non mi lascia unificare i due record perché hanno ordini aperti si rischia di spedire la merce all indirizzo sbagliato quello vecchio richiesta fusione anagrafiche assistita,52,53,test
419,Setup: permessi utente prossimo mese per lieve - sincronizzazione per importo,"Campi obbligatori mancanti nell'importazione lead da Excel. Il sistema rifiuta il file perché manca la colonan 'Settore', che non ho. Ho 200 lead da caricare a mano se non si sblocca l'import. Rilassare vincoli di validzaione per questo caricamento. con memory leak per fattura suggerimento",Commerciale,bassa,77,290,"Setup: permessi utente prossimo mese per lieve - sincronizzazione per importo Campi obbligatori mancanti nell'importazione lead da Excel. Il sistema rifiuta il file perché manca la colonan 'Settore', che non ho. Ho 200 lead da caricare a mano se non si sblocca l'import. Rilassare vincoli di validzaione per questo caricamento. con memory leak per fattura suggerimento",setup permessi utente prossimo mese per lieve sincronizzazione per importo campi obbligatori mancanti nell importazione lead da excel il sistema rifiuta il file perché manca la colonan settore che non ho ho 200 lead da caricare a mano se non si sblocca l import rilassare vincoli di validzaione per questo caricamento con memory leak per fattura suggerimento,56,57,train
420,Setup: permessi utente prossimo mese - memory leak con scadenza,"Inserimento manuale biglietti da visita raccolti in evento. Atitvità di data entry puro per popolare il database contatti. Nessuna scadenza: task riempitivo per stagisti o momenti scarichi. L'importante è la correttezza dei dati, non la velocità.. Segnalato anche analisi",Commerciale,bassa,63,271,"Setup: permessi utente prossimo mese - memory leak con scadenza Inserimento manuale biglietti da visita raccolti in evento. Atitvità di data entry puro per popolare il database contatti. Nessuna scadenza: task riempitivo per stagisti o momenti scarichi. L'importante è la correttezza dei dati, non la velocità.. Segnalato anche analisi",setup permessi utente prossimo mese memory leak con scadenza inserimento manuale biglietti da visita raccolti in evento atitvità di data entry puro per popolare il database contatti nessuna scadenza task riempitivo per stagisti o momenti scarichi l importante è la correttezza dei dati non la velocità segnalato anche analisi,49,49,train
421,Check: anagrafica campagna futura con pianificare bonifico pianificare,"Opportunità commerciale urgent cliente Montanariello SPA richiede offerta Linea Enterprise. Budget 520.84 disponibile, necessità prodotto ERP per progetto fatturazione con partenza 2006-12-06. Offerta competitiva richiesta entro entro oggi con dettaglio pricing, consegna, assistenza. Impossibile accedere listini aggiornati in sistema. Contatto procurement@techsolutions.it.",Commerciale,alta,70,375,"Check: anagrafica campagna futura con pianificare bonifico pianificare Opportunità commerciale urgent cliente Montanariello SPA richiede offerta Linea Enterprise. Budget 520.84 disponibile, necessità prodotto ERP per progetto fatturazione con partenza 2006-12-06. Offerta competitiva richiesta entro entro oggi con dettaglio pricing, consegna, assistenza. Impossibile accedere listini aggiornati in sistema. Contatto procurement@techsolutions.it.",check anagrafica campagna futura con pianificare bonifico pianificare opportunità commerciale urgent cliente montanariello spa richiede offerta linea enterprise budget 520 84 disponibile necessità prodotto erp per progetto fatturazione con partenza 2006 12 06 offerta competitiva richiesta entro entro oggi con dettaglio pricing consegna assistenza impossibile accedere listini aggiornati in sistema contatto procurement techsolutions it,49,54,train
422,Marketing: gadget evento futuro,"Richiesta invio materiale informativo standard iLnea Basi.c Il cliente non ha progetti attivi, vuole solo tenere aggiornato il proprio archivio. Inviare PDF generico quando disponibile. Nessuna opoprtunità commerciale aperta.",Commerciale,bassa,31,225,"Marketing: gadget evento futuro Richiesta invio materiale informativo standard iLnea Basi.c Il cliente non ha progetti attivi, vuole solo tenere aggiornato il proprio archivio. Inviare PDF generico quando disponibile. Nessuna opoprtunità commerciale aperta.",marketing gadget evento futuro richiesta invio materiale informativo standard ilnea basi c il cliente non ha progetti attivi vuole solo tenere aggiornato il proprio archivio inviare pdf generico quando disponibile nessuna opoprtunità commerciale aperta,33,34,train
423,Ricerca rotta: prodotti non trovati con codice parziale,"Opportunità commerciale urgent cliente aVttimo-Guglielmi e figli richiede offerta Linea Premium. Budegt 1330.85 disponibile, necessità prodotto Sistema Gestionale per progetto clienti con partenza 1992-03-07. Offerta competitiva richiesta entro in giornata con dettaglio pricing, consegna, assistenza. Impossibile accedere listini aggiornati in sistema. Contatto commerciale@innovatech.it.t",Commerciale,media,55,390,"Ricerca rotta: prodotti non trovati con codice parziale Opportunità commerciale urgent cliente aVttimo-Guglielmi e figli richiede offerta Linea Premium. Budegt 1330.85 disponibile, necessità prodotto Sistema Gestionale per progetto clienti con partenza 1992-03-07. Offerta competitiva richiesta entro in giornata con dettaglio pricing, consegna, assistenza. Impossibile accedere listini aggiornati in sistema. Contatto commerciale@innovatech.it.t",ricerca rotta prodotti non trovati con codice parziale opportunità commerciale urgent cliente avttimo guglielmi e figli richiede offerta linea premium budegt 1330 85 disponibile necessità prodotto sistema gestionale per progetto clienti con partenza 1992 03 07 offerta competitiva richiesta entro in giornata con dettaglio pricing consegna assistenza impossibile accedere listini aggiornati in sistema contatto commerciale innovatech it t,51,58,train
424,Tasto invio disabilitato: preventivo bloccato in bozza,Errore nel caloclo provvigioni agente per il mese corrente. Il report preliminare segna zero su alcune vendite Linea Basic. Ho bisogno dei dati corretti per la riunione commerciale di venerdì. Verificare regole di calcolo provvigionale.,Commerciale,alta,54,236,Tasto invio disabilitato: preventivo bloccato in bozza Errore nel caloclo provvigioni agente per il mese corrente. Il report preliminare segna zero su alcune vendite Linea Basic. Ho bisogno dei dati corretti per la riunione commerciale di venerdì. Verificare regole di calcolo provvigionale.,tasto invio disabilitato preventivo bloccato in bozza errore nel caloclo provvigioni agente per il mese corrente il report preliminare segna zero su alcune vendite linea basic ho bisogno dei dati corretti per la riunione commerciale di venerdì verificare regole di calcolo provvigionale,42,42,train
425,Info: brochure standard Linea Premium,"Il CRM non sincronizza le email inviate al cliente Mazzocchi-Montessori e figli. Perdo traccia della conversazione commerciale. Outlook funziona, ma il plugin CRM dà error di connessione intermittente. Rende difficile la collaborazione con i colleghi sul conto.",Commerciale,media,37,261,"Info: brochure standard Linea Premium Il CRM non sincronizza le email inviate al cliente Mazzocchi-Montessori e figli. Perdo traccia della conversazione commerciale. Outlook funziona, ma il plugin CRM dà error di connessione intermittente. Rende difficile la collaborazione con i colleghi sul conto.",info brochure standard linea premium il crm non sincronizza le email inviate al cliente mazzocchi montessori e figli perdo traccia della conversazione commerciale outlook funziona ma il plugin crm dà error di connessione intermittente rende difficile la collaborazione con i colleghi sul conto,42,43,train
426,Statistiche: export dati assistenza con pianificare,"Inserimento manuale biglietti da visita raccolti in veento. Attività di data entry puor per popolare il database contatti. Nessuna scadenza: task riempitivo per stagisti o momenti scarichi. L'importante è la corrtetezza dei dati, non la velocità.",Commerciale,bassa,51,246,"Statistiche: export dati assistenza con pianificare Inserimento manuale biglietti da visita raccolti in veento. Attività di data entry puor per popolare il database contatti. Nessuna scadenza: task riempitivo per stagisti o momenti scarichi. L'importante è la corrtetezza dei dati, non la velocità.",statistiche export dati assistenza con pianificare inserimento manuale biglietti da visita raccolti in veento attività di data entry puor per popolare il database contatti nessuna scadenza task riempitivo per stagisti o momenti scarichi l importante è la corrtetezza dei dati non la velocità,42,43,test
427,URGENTE: Cliente Pascarella-Toscanini Group impossibilitato completare ordine su portale,Il listino prezzi 'Distributori' non è visibile per il nuovo cliente aPscarella-Toscanini Group. Vedo solo il listino 'Pubblico'. Non posso applicare le condizioni commerciali concordate. Verificare associazione listino-cliente.o,Commerciale,alta,88,229,URGENTE: Cliente Pascarella-Toscanini Group impossibilitato completare ordine su portale Il listino prezzi 'Distributori' non è visibile per il nuovo cliente aPscarella-Toscanini Group. Vedo solo il listino 'Pubblico'. Non posso applicare le condizioni commerciali concordate. Verificare associazione listino-cliente.o,urgente cliente pascarella toscanini group impossibilitato completare ordine su portale il listino prezzi distributori non è visibile per il nuovo cliente apscarella toscanini group vedo solo il listino pubblico non posso applicare le condizioni commerciali concordate verificare associazione listino cliente o,37,41,train
428,Carrello bloccato: totale non si aggiorna (cliente non chiude),"Preventivo per Linea Basic bloccato in satto 'Bozza'. Non riesco a inviarlo per approvazione al manaegr. Il tasto 'Invia' è disabilitato senza motivo apparente. Ho dovuto mandare un PDF provvisorio al cliente, ma va sbloccato a sistema. per crash con importo - performance",Commerciale,alta,62,272,"Carrello bloccato: totale non si aggiorna (cliente non chiude) Preventivo per Linea Basic bloccato in satto 'Bozza'. Non riesco a inviarlo per approvazione al manaegr. Il tasto 'Invia' è disabilitato senza motivo apparente. Ho dovuto mandare un PDF provvisorio al cliente, ma va sbloccato a sistema. per crash con importo - performance",carrello bloccato totale non si aggiorna cliente non chiude preventivo per linea basic bloccato in satto bozza non riesco a inviarlo per approvazione al manaegr il tasto invia è disabilitato senza motivo apparente ho dovuto mandare un pdf provvisorio al cliente ma va sbloccato a sistema per crash con importo performance,52,51,train
429,Data entry: prospect (no urgenza),"Campi obbligatori mancanti nelli'mportazione lead da xEcel. Il applicativo rifiuta il file perché manca la colonna 'Settoer', che non ho. Ho 200 lead da caricare a mano se non si sblocca l'import. Rilassare vincoli di validaizone per questo caricamento. con crash importoi",Commerciale,bassa,33,272,"Data entry: prospect (no urgenza) Campi obbligatori mancanti nelli'mportazione lead da xEcel. Il applicativo rifiuta il file perché manca la colonna 'Settoer', che non ho. Ho 200 lead da caricare a mano se non si sblocca l'import. Rilassare vincoli di validaizone per questo caricamento. con crash importoi",data entry prospect no urgenza campi obbligatori mancanti nelli mportazione lead da xecel il applicativo rifiuta il file perché manca la colonna settoer che non ho ho 200 lead da caricare a mano se non si sblocca l import rilassare vincoli di validaizone per questo caricamento con crash importoi,47,49,train
430,Import fallito: file Excel rifiutato per colonna mancante,Richiesta scheda tecnica storica di un prodotto fuoir produzione da 10 anni. lCiente vuole oslo confrontare i dati vecchi con i nuovi per curiosità. Cercare negli archivi cartacei o backup quando c'è tempo. Nessun valore sales attuale. con sincronizzazione con fattura,Commerciale,media,57,268,Import fallito: file Excel rifiutato per colonna mancante Richiesta scheda tecnica storica di un prodotto fuoir produzione da 10 anni. lCiente vuole oslo confrontare i dati vecchi con i nuovi per curiosità. Cercare negli archivi cartacei o backup quando c'è tempo. Nessun valore sales attuale. con sincronizzazione con fattura,import fallito file excel rifiutato per colonna mancante richiesta scheda tecnica storica di un prodotto fuoir produzione da 10 anni lciente vuole oslo confrontare i dati vecchi con i nuovi per curiosità cercare negli archivi cartacei o backup quando c è tempo nessun valore sales attuale con sincronizzazione con fattura,49,50,train
431,Lead: interesse generico Columbo SPA con timeout,Lentezza nel generatore di preventivi PDF. Ci vogliono 5 minuit per creare un documento di 2 pagine. Molto imbarazzante quando si è al telefono con il cliente in attesa. Ottimizzare il processo di renderizzazione.,Commerciale,media,48,213,Lead: interesse generico Columbo SPA con timeout Lentezza nel generatore di preventivi PDF. Ci vogliono 5 minuit per creare un documento di 2 pagine. Molto imbarazzante quando si è al telefono con il cliente in attesa. Ottimizzare il processo di renderizzazione.,lead interesse generico columbo spa con timeout lentezza nel generatore di preventivi pdf ci vogliono 5 minuit per creare un documento di 2 pagine molto imbarazzante quando si è al telefono con il cliente in attesa ottimizzare il processo di renderizzazione,41,41,train
432,ASAP: Cliente Bergoglio-Gottardi s.r.l. impossibilitato completare ordine su portale,Doppia anagrafica rilevata per il cliente Bergoglio-Gottardi s.r.l.. Il sisetma non mi lascia unificare i due record perché hanno ordini aperti. Si rischia di spedire la merce al'lindirizzo sbagliato (quello vecchio). Richiesta fusione anagrafiche assistita. - relativo a analisi,Commerciale,media,84,279,ASAP: Cliente Bergoglio-Gottardi s.r.l. impossibilitato completare ordine su portale Doppia anagrafica rilevata per il cliente Bergoglio-Gottardi s.r.l.. Il sisetma non mi lascia unificare i due record perché hanno ordini aperti. Si rischia di spedire la merce al'lindirizzo sbagliato (quello vecchio). Richiesta fusione anagrafiche assistita. - relativo a analisi,asap cliente bergoglio gottardi s r l impossibilitato completare ordine su portale doppia anagrafica rilevata per il cliente bergoglio gottardi s r l il sisetma non mi lascia unificare i due record perché hanno ordini aperti si rischia di spedire la merce al lindirizzo sbagliato quello vecchio richiesta fusione anagrafiche assistita relativo a analisi,48,54,train
433,Anagrafica doppia: impossibile unificare record (ordini aperti),Registrazione esito sondaggio soddisfazione cliente Gualtieri s.r.l.. Il cliente si è detto contento del serviizo Linea Pro. Inserire nota positiva nel fascicolo cliente. Attività amministrativa di tracciamento feedback qualitativo.,Commerciale,media,63,232,Anagrafica doppia: impossibile unificare record (ordini aperti) Registrazione esito sondaggio soddisfazione cliente Gualtieri s.r.l.. Il cliente si è detto contento del serviizo Linea Pro. Inserire nota positiva nel fascicolo cliente. Attività amministrativa di tracciamento feedback qualitativo.,anagrafica doppia impossibile unificare record ordini aperti registrazione esito sondaggio soddisfazione cliente gualtieri s r l il cliente si è detto contento del serviizo linea pro inserire nota positiva nel fascicolo cliente attività amministrativa di tracciamento feedback qualitativo,36,38,train
434,Setup: permessi utente prossimo mese,"Inserimento manuale bigliteti da visita raccolti in evenot. Attività di data etnry pruo per popolare il database contatti. Nessuna scadenza: task riempitivo per stagisti o momenti scarichi. L'importante è la correttezza dei dati, non la velocità. bloccoe",Commerciale,bassa,36,254,"Setup: permessi utente prossimo mese Inserimento manuale bigliteti da visita raccolti in evenot. Attività di data etnry pruo per popolare il database contatti. Nessuna scadenza: task riempitivo per stagisti o momenti scarichi. L'importante è la correttezza dei dati, non la velocità. bloccoe",setup permessi utente prossimo mese inserimento manuale bigliteti da visita raccolti in evenot attività di data etnry pruo per popolare il database contatti nessuna scadenza task riempitivo per stagisti o momenti scarichi l importante è la correttezza dei dati non la velocità bloccoe,42,43,test
435,Trend: report vendite Linea Enterprise,"Mancata visibilità dello storico ordini per il cliente Righi, Scalfaro e Guinizzelli SPA. Devo preparare un'offerta basata sui consumi dell'anno scorso, ma la lisat è vuota. I dati ci sono (visti settimana scors)a. pb. di visualizzazione che mi impedisce di fare un'offerta precisa., problema su non funziona",Commerciale,media,38,308,"Trend: report vendite Linea Enterprise Mancata visibilità dello storico ordini per il cliente Righi, Scalfaro e Guinizzelli SPA. Devo preparare un'offerta basata sui consumi dell'anno scorso, ma la lisat è vuota. I dati ci sono (visti settimana scors)a. pb. di visualizzazione che mi impedisce di fare un'offerta precisa., problema su non funziona",trend report vendite linea enterprise mancata visibilità dello storico ordini per il cliente righi scalfaro e guinizzelli spa devo preparare un offerta basata sui consumi dell anno scorso ma la lisat è vuota i dati ci sono visti settimana scors a pb di visualizzazione che mi impedisce di fare un offerta precisa problema su non funziona,52,56,test
436,Listino errato: cliente vede prezzi pubblici invece di riservati per login fallito bug pianificare,Archiviazione documentazione vecchia gara d'appalto persa. Spostare i file del progetto ERP nello storico inattivo. Serev sloo per liberare la vista corrente del CRM. Operazione di pulizia ordianria.,Commerciale,media,98,199,Listino errato: cliente vede prezzi pubblici invece di riservati per login fallito bug pianificare Archiviazione documentazione vecchia gara d'appalto persa. Spostare i file del progetto ERP nello storico inattivo. Serev sloo per liberare la vista corrente del CRM. Operazione di pulizia ordianria.,listino errato cliente vede prezzi pubblici invece di riservati per login fallito bug pianificare archiviazione documentazione vecchia gara d appalto persa spostare i file del progetto erp nello storico inattivo serev sloo per liberare la vista corrente del crm operazione di pulizia ordianria,42,43,train
437,Anagrafica doppia: impossibile unificare record (ordini aperti),"Erroer critical durante conferma ordine ORD-98640 per cliente Anguillara-Mogherini SPA. Sistema genera ""503"" non completando transazione. Ordine include 6 unità ERP consegna 2018-10-23. Cliente già effettuato bonifico 771.69 ma impossibile confermare senza completare inserimento fatturazione. Blocco operativo critico.",Commerciale,alta,63,319,"Anagrafica doppia: impossibile unificare record (ordini aperti) Erroer critical durante conferma ordine ORD-98640 per cliente Anguillara-Mogherini SPA. Sistema genera ""503"" non completando transazione. Ordine include 6 unità ERP consegna 2018-10-23. Cliente già effettuato bonifico 771.69 ma impossibile confermare senza completare inserimento fatturazione. Blocco operativo critico.",anagrafica doppia impossibile unificare record ordini aperti erroer critical durante conferma ordine ord 98640 per cliente anguillara mogherini spa sistema genera 503 non completando transazione ordine include 6 unità erp consegna 2018 10 23 cliente già effettuato bonifico 771 69 ma impossibile confermare senza completare inserimento fatturazione blocco operativo critico,45,50,test
438,"URGENTE: Cliente Montalti, Natta e Marsili Group impossibilitato completare ordine su portale","err. critico durante conferma rodine ORD-24112 per cliente Montalti, Natta e Marsili Group. sys. genera ""503"" non completando tarnsazione. Ordine include 9 uniàt CRM consegna 2000-02-23. Cliente già effettuato bonifico 342.4 ma impossibile confermare senza completare inserimento clienti. Blocco operativo critico. per scadenza scadenza",Commerciale,alta,93,336,"URGENTE: Cliente Montalti, Natta e Marsili Group impossibilitato completare ordine su portale err. critico durante conferma rodine ORD-24112 per cliente Montalti, Natta e Marsili Group. sys. genera ""503"" non completando tarnsazione. Ordine include 9 uniàt CRM consegna 2000-02-23. Cliente già effettuato bonifico 342.4 ma impossibile confermare senza completare inserimento clienti. Blocco operativo critico. per scadenza scadenza",urgente cliente montalti natta e marsili group impossibilitato completare ordine su portale err critico durante conferma rodine ord 24112 per cliente montalti natta e marsili group sys genera 503 non completando tarnsazione ordine include 9 uniàt crm consegna 2000 02 23 cliente già effettuato bonifico 342 4 ma impossibile confermare senza completare inserimento clienti blocco operativo critico per scadenza scadenza,56,60,train
439,Marketing: gadget evento futuro - sincronizzazione,"Preparazione kit gadget per fiera locale tra 6 mesi. Richiesta disponibilità materiale promozionale (penne, blocchi) da magazzino. Attività logistica di bassa priorità. Organizzare spedizione con calma nelel prossime settimane.",Commerciale,bassa,50,227,"Marketing: gadget evento futuro - sincronizzazione Preparazione kit gadget per fiera locale tra 6 mesi. Richiesta disponibilità materiale promozionale (penne, blocchi) da magazzino. Attività logistica di bassa priorità. Organizzare spedizione con calma nelel prossime settimane.",marketing gadget evento futuro sincronizzazione preparazione kit gadget per fiera locale tra 6 mesi richiesta disponibilità materiale promozionale penne blocchi da magazzino attività logistica di bassa priorità organizzare spedizione con calma nelel prossime settimane,35,34,train
